title,category,price,description,colour,url,img_url
ISPA Mindbody,Men's Shoes,"Rp2,849,000","Welcome home. From first look to first step, the ISPA MindBody is the new definition of R&R. The inviting and pillowy foam midsole is an oasis of sensations, while its light and airy Flyknit upper provides a sanctuary you won't want to step away from. Guided by Nike's circular design philosophy, a key feature to this concept is designing with product end of life in mind, which resulted in shoes that can be easily disassembled. No glue necessary—just a single cording system that holds it all together. When you're done with your shoes, there's no need to take them apart or throw them away. Simply drop 'em off at a participating Nike store and they'll be given a new life through donation or recycling.",Light Cream/Saturn Gold/Coconut Milk/Speed Yellow,https://www.nike.com/id/t/ispa-mindbody-shoes-9ZntBr/DH7546-200,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/f812df94-59e4-4d86-baf8-3d153095576c/ispa-mindbody-shoes-9ZntBr.png
Nike Structure 24,Men's Road Running Shoes,"Rp1,799,000","The Nike Structure 24 has you ready to hit the road. We tested hundreds of runners to design the crash pad under your heel that creates a cushioned, smooth transition from heel to toe. Those insights also created an airy upper with breathability right where you need it.",Obsidian/Bright Crimson/White/Black,https://www.nike.com/id/t/structure-24-road-running-shoes-9wCgmv/DA8535-403,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/7342d351-30d9-4dcb-b4a0-bab35d1e3fbc/structure-24-road-running-shoes-9wCgmv.png
Nike Dunk High By You,Custom Men's Shoes,"Rp2,449,000","Take a seat at the table and add your special touch to the hoops-to-streets icon. Inspired by the outdoors, the customisable design lets you be as expressive as you want. Choose between canvas and suede accents for a healthy dose of trail-time flavour. Add classic leather for those on-the-town days. Next, write a piece of your story on the pull tab, which doubles as the perfect spot to attach your kicks to your backpack when it's time to cross streams or hit the beach. Plus, countless colour options let you be as adventurous as you want. Whatever you choose, your influence on the Nike Dunk High is undeniable.",Multi-Colour/Multi-Colour/Multi-Colour,https://www.nike.com/id/u/custom-nike-dunk-high-by-you-shoes-10001378/8699368929,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/99486859-0ff3-46b4-949b-2d16af2ad421/custom-nike-dunk-high-by-you-shoes.png"
Nike Pegasus Turbo Next Nature SE,Men's Road Running Shoes,"Rp2,379,000","Let this esteemed stallion help you log the hard miles. Complete with lighter, responsive foam and a feathery upper, this motley-coloured mare helps you increase tempo without sacrificing comfort as you push towards a personal best. Sharp, bright hues complement dark-room colour neutrals, speaking to an inclusive world where digital and physical coexist in harmony.",Black/Green Abyss/Hyper Pink/Fuchsia Dream,https://www.nike.com/id/t/pegasus-turbo-next-nature-se-road-running-shoes-tHT957/FB7183-001,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/8b495f8c-e9fc-4f7e-9f12-08f1541b723f/pegasus-turbo-next-nature-se-road-running-shoes-tHT957.png"
Nike Oneonta Next Nature,Men's Sandals,"Rp1,069,000","From trails to rivers and trees, these lightweight, durable sandals are ready to make adventuring fun, with special thanks to their rugged tread. The Oneonta name honours the majestic falls that flow near the Columbia River in Oregon (Nike's home state). Strap in and quickly personalise your fit with an elastic cord and tighten on the heel—then get wilding.",Earth/Desert Ochre/Gum Medium Brown/Black,https://www.nike.com/id/t/oneonta-next-nature-sandals-KwxRDD/FB1948-200,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/67e5af7e-8aa6-4bf6-b840-2c05adfe3199/oneonta-next-nature-sandals-KwxRDD.png
Nike E-Series 1.0,Men's Shoes,"Rp1,549,000","Supercharge simplicity with the Nike E-Series 1.0. From the easy-to-style colours to the plush materials, including a padded collar and foam midsole, it's your invitation to get going. And for the finishing touch, the outsole pattern is inspired by zen sand gardens. Go ahead—find your calm place.",Black/Anthracite/White/Black,https://www.nike.com/id/t/e-series-1-shoes-j57hxR/DR5670-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/b01b3e05-057f-4656-8566-540d291cd955/e-series-1-shoes-j57hxR.png
Nike,"Shoe Box Bag (Large, 12L)","Rp539,000","Rock your fave vintage vibes wherever, whenever. Designed to carry your favourite kicks with ease, it's got an adjustable clip-on strap that you can remove if carrying it by the haul loop is your style. There's plenty of internal storage in case you want to switch out your laces or stash a cleaning kit for in-between wears.",Sundial/Geode Teal/Sail,https://www.nike.com/id/t/shoe-box-bag-N6qQt2/FB2852-717,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a5989aaf-212b-459f-a4f2-85909ace4f73/shoe-box-bag-N6qQt2.png"
Nike Everyday Plus,Lightweight Footie Socks (3 Pairs),"Rp228,000","We prefer bulk on biceps—not feet. Grab the Nike Everyday Plus socks—they have lightweight, breathable fabric to help keep your feet dry and comfortable, plus a supportive arch band that feels snug.",Multi-Colour,https://www.nike.com/id/t/everyday-plus-lightweight-footie-socks-p9wG6R/FB9950-902,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/b37df323-be22-4bfc-a9fb-1a6d9d957c70/everyday-plus-lightweight-footie-socks-p9wG6R.png"
Nike Heritage,Hip Pack (3L),"Rp419,000","Make a statement at your next big event with the Nike Hip Pack. Featuring a large compartment to hold your phone, ticket and other necessities, this pack is adjustable for a perfect fit.",Obsidian/Obsidian/Green Strike,https://www.nike.com/id/t/heritage-hip-pack-4ddb2v/DZ6293-451,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/26cb46ea-a4ef-45e9-b4bd-d05416b8b133/heritage-hip-pack-4ddb2v.png
Nike Dri-FIT Fly,Unstructured Swoosh Cap,"Rp299,000","From the gym, to the trail, to the course—this Nike Fly cap is ready for it all. The 5-panel low-depth design features stretchy, sweat-wicking fabric that will keep you fresh through every move. Its unstructured crown and curved bill are made for immediate comfort so you can focus on tackling your goals ahead.",Mineral/Emerald Rise/Ember Glow,https://www.nike.com/id/t/dri-fit-fly-unstructured-swoosh-cap-jsRTMl/FB5624-309,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/bd8ec4d7-0bac-4ceb-b1d9-071c6facdec5/dri-fit-fly-unstructured-swoosh-cap-jsRTMl.png"
Nike Air Trainer 1,Men's Shoes,"Rp1,909,000","The original cross-trainer from '87 now lets you cross the city centre without a glitch. Details like a forefoot strap add retro appeal, leather breaks in beautifully, and if that's not enough, Air cushioning keeps you comfortable on long outings. So where will you take your Trainers?",White/White/Black,https://www.nike.com/id/t/air-trainer-1-shoes-d2gTvV/FB8066-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f2c02ade-2a08-459e-8a0d-6bc9247c5a40/air-trainer-1-shoes-d2gTvV.png"
Nike Air Force 1 Low Retro,Men's Shoes,"Rp2,379,000","Got your fave colour yet? No worries. The ""Colour of the Month"" series lets you feed your need while celebrating a little-known piece of Nike history—the original Colour of the Month series, back in 1984, may have saved the AF-1 from extinction. That's right—a reissue was uncertain in the shoe's beginning, but sports shops in Baltimore saw them selling like hot cakes and knew the AF-1 would become synonymous with street fashion and culture. So, they asked for custom colourways to sell from their shop fronts … and the rest is history. From pristine materials to this poppin' colourway (and even a shoe-cleaning brush), this edition delivers a lesson in coveted off-court style. Every time you rock 'em, make sure you think of the visionary shopkeepers in Baltimore that made it all happen.",Speed Yellow/Speed Yellow/Speed Yellow/Summit White,https://www.nike.com/id/t/air-force-1-low-retro-shoes-NqjW1P/FJ1044-700,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/90568c97-e377-4de3-a426-8d8a1a2cdb92/air-force-1-low-retro-shoes-NqjW1P.png
NikeCourt Zoom Vapor Cage 4 Rafa,Men's Hard Court Tennis Shoes,"Rp2,279,000","Innovated to withstand your toughest matches, this updated design puts flexible, durable materials exactly where they're needed most. Signature Rafael Nadal details let you rep your favourite player while you run the court.",Sand Drift/University Blue/White/Game Royal,https://www.nike.com/id/t/nikecourt-zoom-vapor-cage-4-rafa-hard-court-tennis-shoes-cS7wct/DD1579-104,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/aab6a404-44ad-4b55-a502-5fa1961ccf17/nikecourt-zoom-vapor-cage-4-rafa-hard-court-tennis-shoes-cS7wct.png
Nike Heritage,Retro Duffel Bag (13L),"Rp539,000","Throw it back in style at the gym or hanging out with friends with this retro-themed duffel bag. It features a large compartment for storing your daily stuff, as well as a smaller front pocket for all your easy-to-grab necessities. This bag also has optional grab-and-go handles, or you can use the adjustable clip-on shoulder strap.",Amber Brown/Bright Crimson/Guava Ice,https://www.nike.com/id/t/heritage-retro-duffel-bag-FPvX9R/DR6261-225,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/82e84e3e-e012-443e-9647-0dd29a4fd6f0/heritage-retro-duffel-bag-FPvX9R.png
Jordan Apex,Bucket Hat,"Rp399,000","We know you get buckets on the court, but what about off court? Sure, that intro may be a little corny, but this hat is anything but: slick graphic webbing and the screen-printed Jumpman logo give you a unique, textured look. And the adjustable toggle lets you secure a perfect fit.",Gym Red/Black/Black,https://www.nike.com/id/t/jordan-apex-bucket-hat-lxJ3Hs/FD5188-687,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/444f82ef-476c-4cb8-9ce4-4315a3da9f6b/jordan-apex-bucket-hat-lxJ3Hs.png
Nike Heritage,Duffel Bag (30L),"Rp539,000","Grab the bag with plenty of vintage vibes. This duffel's main compartment features storage space for your gear, and the adjustable shoulder strap is removable so you can use the dual handles when you want to switch it up.",Disco Purple/Teal Nebula/Teal Nebula,https://www.nike.com/id/t/heritage-duffel-bag-v3jqHl/FB2844-507,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/ab542a54-b438-4eac-9934-f9cfd5be8207/heritage-duffel-bag-v3jqHl.png
Nike Heritage,Backpack (25L),"Rp379,000","Take your gear to go with the Nike Heritage Backpack. Its spacious main compartment features a sleeve that holds up to a 15"" laptop, so your computer is never out of reach. 2 zipped accessories pockets help keep your gear organised and easy to grab. This product is made from at least 65% recycled polyester fibres.",Black/Black/White,https://www.nike.com/id/t/heritage-backpack-4dX7J5/DC4244-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/b93efdd8-0374-46b7-991f-a48d9db5be0c/heritage-backpack-4dX7J5.png
Nike Sportswear Futura Luxe,Women's Cross-Body Bag (1L),"Rp439,000","A versatile and stylish design, the Nike Sportswear Futura Cross-Body Bag can be worn as a hip pack, over-the-shoulder, clutch or cross-body bag. 2 zip pockets help keep your essentials organised, while a satin lining and Swoosh zip pulls elevate the look. This product is made from at least 65% recycled polyester fibres.",Plum Eclipse/Plum Eclipse/Night Maroon,https://www.nike.com/id/t/sportswear-futura-luxe-cross-body-bag-tb4Tg6/CW9304-291,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/ee7dafee-35e8-48f6-a1c1-94679eaf81a9/sportswear-futura-luxe-cross-body-bag-tb4Tg6.png
Nike Club,Unstructured Futura Wash Cap,"Rp299,000","A classic mid-depth cap with plenty of styling options, this Nike Club Cap comes in smooth cotton twill that has a soft wash for easy comfort from day 1. The pre-curved bill lends itself to casual styling, and the adjustable back-strap lets you find the right fit.",Black/White,https://www.nike.com/id/t/club-unstructured-futura-wash-cap-kXGcTl/FB5368-011,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e3ddca21-bbcf-4206-b821-042262cc30c7/club-unstructured-futura-wash-cap-kXGcTl.png
Nike Brasilia 9.5,"Training Duffel Bag (Small, 41L)","Rp439,000","Hit the gym with a bag made to hold all your gear. Plenty of room in the zip main compartment holds all of your training essentials, while the side compartment stores your shoes separately from your clean after-sweat-sesh clothes. Toss this bag in your car, next to your power rack or into your locker—the coated bottom helps shield your thing from bumps, scrapes and spills.",Geode Teal/Black/Sundial,https://www.nike.com/id/t/brasilia-9-5-training-duffel-bag-WCBJZg/DM3976-381,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e85b188b-820b-4578-bca4-268366b22e71/brasilia-9-5-training-duffel-bag-WCBJZg.png
Jordan Club Cap,Adjustable Unstructured Hat,"Rp249,000","You new everyday dad hat has landed. This six-panel design features an unstructured, low-profile crown, curved brim and adjustable snapback closure. It's all brought together with an understated Jumpman graphic on the front.",White/Black,https://www.nike.com/id/t/jordan-club-cap-adjustable-unstructured-hat-JDfNlX/FD5185-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/c35a6fb9-e29e-455f-b3e5-f2160b9bc09c/jordan-club-cap-adjustable-unstructured-hat-JDfNlX.png
Liverpool FC Classic99,Hat,"Rp399,000",The Liverpool FC Classic99 Hat offers an adjustable design made from mesh and sweat-wicking fabric so you don't get too hot.,Team Red/Fossil,https://www.nike.com/id/t/liverpool-fc-classic99-hat-6CP9wf/DA5440-677,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/600564be-9765-4395-b6f9-c6e8a1bbb7d2/liverpool-fc-classic99-hat-6CP9wf.png"
Nike Dri-FIT Victory,Women's Golf Polo,"Rp659,000","We took your favourite polo and gave it a feel-good update. The Nike Dri-FIT Victory Polo is crafted from lightweight, breathable fabric that's made with 100% recycled polyester fibres. This otherwise-classic design has a slightly longer, 4-button placket that keeps your look fresh.",Red Stardust/White,https://www.nike.com/id/t/dri-fit-victory-golf-polo-snD3wZ/DH2310-618,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/7faaa620-22e5-49ab-a473-8d31604f87fc/dri-fit-victory-golf-polo-snD3wZ.png
Nike Air,Women's Jumpsuit,"Rp1,238,000","Soft, with the same stretch as your favourite leggings, this jumpsuit is a great piece to start with whether you're pairing it with your favourite hoodie or wearing it on its own. Solid fabric panels break up the all-over Nike Air print, adding shape to this body-skimming fit.",Black,https://www.nike.com/id/t/air-jumpsuit-vbTLmk/DV8063-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/75aa1765-e39e-4c8c-b9ef-1164e5c0e385/air-jumpsuit-vbTLmk.png"
Nike Sportswear Phoenix Fleece,Women's High-Waisted Shorts,"Rp799,000","Rise up and transform your fleece wardrobe with strong cosy vibes. Bridging bold style and a casual feeling, these loose, high-waisted Phoenix Fleece shorts elevate your comfort with exaggerated details like elongated ribbing and drawcords for a look that stands out.",Black/Sail,https://www.nike.com/id/t/sportswear-phoenix-fleece-high-waisted-shorts-1g8J8s/FD1410-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/49eda8e7-a9ea-42ee-b413-a19ebfbe1411/sportswear-phoenix-fleece-high-waisted-shorts-1g8J8s.png"
Nike ACG Heritage86,Cap,"Rp338,000","The Nike ACG Heritage86 Cap is made from washed organic cotton for a soft, familiar feel. An embroidered patch and a woven label at the closure bring the Nike look home for this classic.",Black/Cyber/Cyber,https://www.nike.com/id/t/acg-heritage86-cap-TbRvJ7/DM4705-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/5ccb2892-9166-4663-ab89-d93339ad0ac5/acg-heritage86-cap-TbRvJ7.png
Nike Sportswear Collection,Women's Collared Short-Sleeve Top,"Rp949,000","Button up this cropped, loose-fitting top and go get your day. Woven fabric and a boxy fit help you move and layer with ease. Inspired by heritage Nike Sportswear, the design refreshes a staple with panel details that help reshape your warm-weather wardrobe. The crisp, lightweight woven fabric is perfect for warmer weather.",Coconut Milk/Coconut Milk/Coconut Milk,https://www.nike.com/id/t/sportswear-collection-collared-short-sleeve-top-l0tqj7/DV8300-113,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/8c5aefd4-5710-4cfb-8b04-70c44849df75/sportswear-collection-collared-short-sleeve-top-l0tqj7.png
Nike Dri-FIT One Luxe,Women's Standard Fit Short-Sleeve Top,"Rp549,000","The Nike Dri-FIT One Luxe Top is designed for all the ways you work out—from yoga to HIIT to long runs. As part of the Nike Luxe line, this top defines luxury with buttery-soft and smooth fabric that breathes to keep you dry and cool. It's made from at least 75% recycled polyester fibres.",Mineral,https://www.nike.com/id/t/dri-fit-one-luxe-standard-fit-short-sleeve-top-KM5GHX/DD0619-309,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/4a9c4530-2c66-49f4-b19c-022ed548319c/dri-fit-one-luxe-standard-fit-short-sleeve-top-KM5GHX.png
Nike Dri-FIT Swoosh Run,Women's Running Trousers,"Rp949,000","Chase down your miles in these tapered Swoosh running trousers. With breathable, moisture-wicking fabric, you can spend less time worrying about sweat and more time focusing on your stride. An adjustable elastic waistband and mesh lining from the thighs down help you stay comfy from start to finish.",Oil Green/Reflect Silver,https://www.nike.com/id/t/dri-fit-swoosh-run-running-trousers-6QrxqS/DX0955-386,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/e81e66ed-09b3-408d-987c-5efd97ca6558/dri-fit-swoosh-run-running-trousers-6QrxqS.png
Nike Everyday Plus,Lightweight No-Show Split-Toe Socks (2 Pairs),"Rp269,000","Like them or not, split-toe socks (and shoes) are here to stay. Some say they have a barefoot-like feel. We say they have comfy fabric and sweat-wicking tech to help keep your feet cool and dry while you go on your daily walk or take on a trail.",Multi-Colour,https://www.nike.com/id/t/everyday-plus-lightweight-no-show-split-toe-socks-q2tq9J/FN7480-901,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c9520367-1f7d-4345-be84-0e8e577f5311/everyday-plus-lightweight-no-show-split-toe-socks-q2tq9J.png"
Nike x sacai,Short-Sleeve Top,"Rp1,379,000","We've teamed up with sacai to bring you this fresh twist on the everyday staple. We started with supremely comfy cotton-blend fabric, added zip pockets and finished it off with an adjustable drawcord waist. Style it your way for a look that goes beyond the basic tee.",Black,https://www.nike.com/id/t/sacai-short-sleeve-top-81f7ws/DQ9056-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d9088ab1-5231-44c3-8ae4-0b5a90a88d94/sacai-short-sleeve-top-81f7ws.png"
Jordan,Women's Jersey,"Rp579,000","Jerseys are great because you can wear them on their own or layered up—either way, they're gonna add to a big outfit. We kept it simple and stylish with this one. Just grab your keys and head out.",Lucky Green/Black,https://www.nike.com/id/t/jordan-jersey-XdJz7C/DZ3369-310,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/46764b0a-a6cb-4e5f-9cd0-aa64e29b1efe/jordan-jersey-XdJz7C.png
Nike ESC,Women's Woven Shirt Jacket,"Rp5,390,000","Every stitch sewn in northern Italy. Every detail crafted with care. The result is a woven, zip-up shirt with effortless elegance that you can enjoy throughout every season of the year.",Black,https://www.nike.com/id/t/esc-woven-shirt-jacket-FnRLmN/DR5399-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/045ab4b7-3dee-4b0d-b945-b07bda7582b2/esc-woven-shirt-jacket-FnRLmN.png
Nike Air,Women's High-Rise Woven Trousers,"Rp899,000","Lightweight with a high-rise waist, these nylon trousers have a soft, semi-structured feel for a crisp look and long-lasting comfort.",Black/White,https://www.nike.com/id/t/air-high-rise-woven-trousers-htz3zt/FB8085-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d068f6d3-608b-4215-8741-fb734c0f0bbc/air-high-rise-woven-trousers-htz3zt.png"
Nike Sportswear Phoenix Fleece,Women's High-Waisted Wide-Leg Tracksuit Bottoms,"Rp899,000","Rise up and transform your fleece wardrobe with strong cosy vibes. The extra-long wide leg and hem vents of these Phoenix Fleece trousers let you show off your favourite shoes, while taller ribbing at the waist and an exaggerated drawcord ensure your look is anything but basic.",Black/Sail,https://www.nike.com/id/t/sportswear-phoenix-fleece-high-waisted-wide-leg-tracksuit-bottoms-2pmR0r/DQ5616-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/2e131470-8f36-4139-aa97-02bb25cc3dd0/sportswear-phoenix-fleece-high-waisted-wide-leg-tracksuit-bottoms-2pmR0r.png
Nike Dri-FIT Club,Structured Blank Front Cap,"Rp249,000","From work to workout and everywhere in-between, this Nike Club Cap is versatile enough for all your needs. The structured, mid-depth design features sweat-wicking fabric to help you stay cool through everything. Top it off with a blank front and embroidered Swoosh on the back for a simple look that pairs easily with a variety of looks.",White/Black,https://www.nike.com/id/t/dri-fit-club-structured-blank-front-cap-Q2FPVD/FB6452-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/21f926b6-2a0f-4686-895a-dea75493fbed/dri-fit-club-structured-blank-front-cap-Q2FPVD.png
Nike Air,Women's T-Shirt,"Rp529,000","Roomier than our classic tees, this loose-fit tee feels casual and comfortable without feeling too big.",Topaz Gold,https://www.nike.com/id/t/air-t-shirt-x9gnlB/DX7919-795,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/57425785-0fed-4bf6-a8e7-08dcb5bb6c33/air-t-shirt-x9gnlB.png
Nike Forward,Women's Trousers,"Rp1,078,000","Incredibly lightweight yet just as warm and soft as fleece, Nike Forward is a whole new way to stay comfortable. These cosy jogging bottoms have a subtle drape and roomy fit so you can move with ease. Their precision-cut fabric panels have a seamless bond and unfinished edge for a clean, modern look.",Light Smoke Grey/Heather/Anthracite/Light Smoke Grey,https://www.nike.com/id/t/forward-trousers-29nz9k/DQ6682-084,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a5fb42a5-af7e-4740-965d-9ce9a3a0e90a/forward-trousers-29nz9k.png"
Nike Sportswear,Women's T-shirt,"Rp459,000","A tribute to some of our favourite vintage souvenir tees from summers gone by, this extra-roomy tee has a relaxed feel and textured print ready for warm weather.",Topaz Gold,https://www.nike.com/id/t/sportswear-t-shirt-4RvBxG/FB8198-795,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/99a7939b-8178-45e0-9ffe-d95b7a75dbee/sportswear-t-shirt-4RvBxG.png
Jordan,Women's Woven Trousers,"Rp949,000","Make a statement in wide-leg trousers. With a versatile look and easy feel, they're a perfect foundation piece for a day-to-night 'fit. Subtle design details let you say, ""Check out the chain stitching!"" when the compliments start rolling in.",Sail,https://www.nike.com/id/t/jordan-woven-trousers-XbSQb0/FB5122-133,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/c02ab1a0-804b-473a-9a8b-b206a1c97f5b/jordan-woven-trousers-XbSQb0.png"
Nike Dri-FIT ADV AeroSwift,Women's Racing Vest,"Rp819,000","Sprint to the finish in a lightweight, streamlined fit. The Nike Dri-FIT ADV AeroSwift Vest is made from our most premium fabrics, designed to keep you feeling fast. Breathable where you need it, the vest delivers optimal coverage as you reach for your personal best. This product is made with at least 75% recycled polyester fibres.",Black/White,https://www.nike.com/id/t/dri-fit-adv-aeroswift-racing-vest-f7r2Zm/DM7552-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/fe4dd0b9-c804-4a64-a574-6ea072420dab/dri-fit-adv-aeroswift-racing-vest-f7r2Zm.png
Nike Dri-FIT Strike,Women's Football Shorts,"Rp479,000","Running drills with your team or pushing yourself at dawn, these football shorts are designed to work as hard as you do. Sweat-wicking tech and mesh panels down the sides help airflow so you can stay cool and dry, while lightweight fabric lets you go hard without feeling weighed down.",Orange Pulse/Total Orange/Fuchsia Glow,https://www.nike.com/id/t/dri-fit-strike-football-shorts-NC2QWR/DX0474-803,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/2a9ee49a-8d72-4bb6-9d7f-2e18577b098c/dri-fit-strike-football-shorts-NC2QWR.png"
Nike Air Force 1 Low By You,Custom Women's Shoes,"Rp1,909,000","Shine in satin, stay classic in canvas or get luxe with leather. No matter what you choose, these AF-1s are all about you. 12 colour choices and an additional gum rubber option for the sole mean your design is destined to be one of a kind—just like you.",Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,https://www.nike.com/id/u/custom-nike-air-force-1-low-by-you-10001370/5041974702,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/de8ccccd-40e8-4bcd-b86e-ab539876dd11/custom-nike-air-force-1-low-by-you.png"
Nike Offcourt Duo,Women's Slides,"Rp529,000","Bringing a fresh look to the classic slide, the Nike Offcourt Duo features twin straps for a chic look you can wear with jeans or leggings and everything in between. Its foam footbed feels unbelievably soft while its plush straps are lined with cloud-like fabric that rolls over the top to help eliminate hotspots. The micro-textured footbed helps keep your foot in place while the sole adds traction that lasts.",Black/Black/White,https://www.nike.com/id/t/offcourt-duo-slides-KkVCVZ/DC0496-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/a91c524d-c82c-4eb8-9647-61a825587cbb/offcourt-duo-slides-KkVCVZ.png
Jordan,Women's Oversized Graphic T-Shirt,"Rp559,000","Be the strongest link in the chain. This soft, oversized silhouette adds a little bling to your everyday look.",Black,https://www.nike.com/id/t/jordan-oversized-graphic-t-shirt-dL3kjv/DZ3203-010,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/8c09deac-1c37-4603-b8e5-bc255ae90f70/jordan-oversized-graphic-t-shirt-dL3kjv.png
Nike Tech Hera,Women's Sneakers,"Rp1,729,000","The Tech Hera is here to fulfil all of your chunky sneaker wishes. The wavy lifted midsole and suede accents level up your look while keeping you comfortable. Its durable design holds up beautifully to everyday wear—which is perfect, because you'll definitely want to wear these every day.",White/Summit White/Photon Dust/White,https://www.nike.com/id/t/tech-hera-shoes-JlV5km/DR9761-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/0ec17810-28e1-41ef-b4e3-fa79a8472271/tech-hera-shoes-JlV5km.png
Nike ISPA Universal,Men's Shoes,"Rp1,199,000","Progress, experimentation and craft. With a modular design and innovative components, the ISPA Universal lets you step into the future of footwear. Inspired by three Nike icons (the Air Max 270, the Zoom Type and the Solarsoft HTM), we harnessed computer-driven data to create a one-of-a-kind look. Every pair is buffed by hand, resulting in a unique artisan finish that differs from shoe to shoe. Breath of fresh air, anyone?",Natural/Summit White/Desert Dust,https://www.nike.com/id/t/ispa-universal-shoes-PbKSVp/DM0886-101,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/ec15842a-8f97-4b30-acb5-a0dccae23ac4/ispa-universal-shoes-PbKSVp.png
Nike Pegasus FlyEase By You,Custom Women's Easy On/Off Road Running Shoes,"Rp2,379,000","Running is your daily ritual, with every step taking you closer to your personal goal. Let the Nike Air Zoom Pegasus help you ascend with its comfortable, intuitive design. A supportive sensation helps keep your foot contained, while underfoot Air adds a pop to your step as you transition from heel to toe. Nike FlyEase technology acts as a strap, helping secure the fit. Once you have customised your trusted workhorse with wings, it's time to fly.",Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,https://www.nike.com/id/u/custom-nike-air-zoom-pegasus-flyease-by-you-10001267/7691884220,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/69bfbb40-ef09-4aaa-b480-807e77ce4895/custom-nike-air-zoom-pegasus-flyease-by-you.png"
Nike Dri-FIT One,Women's Mid-rise 8cm (approx.) 2-in-1 Shorts,"Rp499,000","These shorts are the ones that are down for everything you do—from long walks to HIIT to running errands. Their silky-smooth, ultra-soft woven fabric is balanced with sweat-wicking tech so you have ultimate comfort while feeling dry as you work out. The snug inner layer helps prevent chafing so you can push yourself with uncompromising coverage.",Rush Fuchsia,https://www.nike.com/id/t/dri-fit-one-mid-rise-8cm-2-in-1-shorts-VhXdqf/DX6013-532,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/bf4a3778-e281-4db9-b9bb-945e1063049c/dri-fit-one-mid-rise-8cm-2-in-1-shorts-VhXdqf.png
Nike Air Max 90 Futura Unlocked By You,Custom Women's Shoes,"Rp3,169,000","Like your favourite luxury bag but better, because you can put your feet in these. Slip into sumptuous materials like leather, bouclé and pearlised faux snakeskin, accented with gold metallic details like a hang tag that doubles as a luxe key ring. Step up your look with debossed customisation on the heel tabs.",Multi-Colour/Multi-Colour/Multi-Colour,https://www.nike.com/id/u/nike-air-max-90-futura-by-you-custom-shoes-10001486/9847345872,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/f47d1b23-8cd1-4b27-9233-66cbdc59431a/nike-air-max-90-futura-by-you-custom-shoes.png"
